dataset,id,gold,temperature,y_correct,marker_hit,refusal_detected,format_violation,choice_margin,answer_entropy,logit_A,logit_B,logit_C,logit_D
mmlu,28,A,0.6,0,0,0,0,1.0,4.606762047387747e-07,28.5,25.125,46.0,25.0
mmlu,29,A,0.6,1,0,0,0,0.999988853931427,0.0001018357725115493,46.5,33.0,33.5,34.0
mmlu,30,D,0.6,1,0,0,0,0.9999440908432007,0.000381340563762933,30.375,28.125,28.75,41.0
mmlu,31,D,0.6,0,0,0,0,0.0877542793750763,1.2294570207595825,32.75,33.0,33.25,31.25
mmlu,32,B,0.6,1,0,0,0,0.9999915957450867,5.669072925229557e-05,30.875,43.25,25.0,23.75
mmlu,33,B,0.6,1,0,0,0,0.9998892545700073,0.0007482629735022783,26.25,37.5,25.625,27.5
mmlu,34,A,0.6,0,0,0,0,0.9239941239356995,0.17020916938781738,33.5,36.75,40.0,29.0
mmlu,35,A,0.6,0,0,0,0,0.6351479291915894,0.475075364112854,42.75,30.75,44.25,30.0
mmlu,36,A,0.6,0,0,0,0,0.8482753038406372,0.26865753531455994,36.5,39.0,27.5,24.5
mmlu,37,C,0.6,1,0,0,0,0.9999997615814209,2.672316895768745e-06,26.0,23.375,42.0,24.875
mmlu,38,A,0.6,1,0,0,0,0.9950149059295654,0.01777082495391369,42.25,36.25,30.0,32.0
mmlu,39,B,0.6,1,0,0,0,0.48739832639694214,0.8473342657089233,35.25,34.0,29.625,33.5
mmlu,40,C,0.6,1,0,0,0,0.9969923496246338,0.011332446709275246,28.0,27.125,40.5,34.0
mmlu,41,C,0.6,1,0,0,0,0.9999997615814209,3.1875229069555644e-06,27.5,24.875,43.25,26.125
mmlu,42,B,0.6,0,0,0,0,0.9406947493553162,0.13833822309970856,40.5,37.0,30.25,33.25
mmlu,43,B,0.6,1,0,0,0,0.999951958656311,0.00035527226282283664,25.375,37.0,23.375,26.125
mmlu,44,A,0.6,1,0,0,0,0.9865396618843079,0.0409998819231987,41.0,31.375,29.5,36.0
mmlu,45,D,0.6,1,0,0,0,0.9999501705169678,0.0003429673088248819,27.25,26.0,23.875,38.0
mmlu,46,D,0.6,1,0,0,0,0.999747633934021,0.0016630357131361961,30.875,32.0,32.75,42.0
mmlu,47,C,0.6,1,0,0,0,0.9999920725822449,7.13430272298865e-05,28.5,27.5,41.25,27.5
mmlu,48,D,0.6,1,0,0,0,0.9999909996986389,6.591089913854375e-05,28.875,25.125,26.75,41.25
mmlu,49,A,0.6,1,0,0,0,0.9999709129333496,0.00020303038763813674,46.75,35.5,31.5,34.0
mmlu,50,A,0.6,1,0,0,0,0.9892579913139343,0.03553105890750885,41.75,33.5,36.5,31.75
mmlu,51,D,0.6,1,0,0,0,0.9993948340415955,0.003922109957784414,32.75,31.125,32.5,41.25
mmlu,52,D,0.6,1,0,0,0,0.9780051708221436,0.060753270983695984,28.625,35.25,27.875,39.75
mmlu,53,B,0.6,1,0,0,0,0.9999893307685852,8.983004227047786e-05,28.625,41.0,27.375,27.25
mmlu,54,D,0.6,0,0,0,0,0.9994620084762573,0.003266533836722374,44.0,35.0,32.25,35.5
mmlu,55,C,0.6,0,0,0,0,0.7837027907371521,0.46560320258140564,31.875,34.0,32.5,36.25
mmlu,56,C,0.6,1,0,0,0,0.9491180181503296,0.14153897762298584,33.75,29.375,39.0,35.25
mmlu,57,D,0.6,1,0,0,0,0.9999991655349731,7.0064816100057214e-06,26.375,23.25,24.75,41.25
mmlu,58,B,0.6,0,0,0,0,0.5311506390571594,0.684708297252655,31.875,33.5,34.75,26.875
mmlu,59,C,0.6,0,0,0,0,0.9999355673789978,0.0003847028419841081,29.125,39.5,25.625,25.75
mmlu,60,C,0.6,1,0,0,0,0.9999998211860657,2.3442046312993625e-06,27.125,27.625,44.0,25.625
mmlu,61,C,0.6,1,0,0,0,0.9999998211860657,1.5500428389714216e-06,25.5,23.25,42.0,23.625
mmlu,62,B,0.6,1,0,0,0,0.9999957084655762,3.598718831199221e-05,28.75,42.0,26.5,27.5
mmlu,63,A,0.6,1,0,0,0,0.9999992847442627,7.483011358999647e-06,47.75,32.5,31.75,31.625
mmlu,64,D,0.6,0,0,0,0,0.626029908657074,0.7965831756591797,34.5,35.5,37.25,34.75
mmlu,65,C,0.6,1,0,0,0,0.999925434589386,0.0004517512861639261,32.25,29.5,42.5,29.125
mmlu,66,C,0.6,0,0,0,0,0.7553030252456665,0.4125656485557556,38.25,36.25,33.5,31.125
mmlu,67,D,0.6,1,0,0,0,0.99411541223526,0.02496437542140484,31.75,32.75,28.5,38.75
mmlu,68,A,0.6,1,0,0,0,0.5234661102294922,0.7418359518051147,33.5,34.75,32.0,30.375
mmlu,69,C,0.6,1,0,0,0,0.9999993443489075,6.068969923944678e-06,30.0,28.5,45.0,24.125
mmlu,70,D,0.6,1,0,0,0,0.9895103573799133,0.03320736810564995,34.75,29.875,28.5,40.0
mmlu,71,D,0.6,1,0,0,0,0.9999890923500061,7.219651888590306e-05,31.375,26.25,26.0,43.5
mmlu,72,C,0.6,1,0,0,0,0.9206891059875488,0.19025559723377228,35.0,33.0,38.25,26.375
mmlu,73,C,0.6,1,0,0,0,0.9995405673980713,0.0025094114243984222,31.5,30.125,40.0,26.375
mmlu,74,B,0.6,1,0,0,0,0.9711482524871826,0.08042563498020172,33.25,37.5,29.0,30.0
mmlu,75,D,0.6,1,0,0,0,0.35827523469924927,0.6295033693313599,30.5,25.5,38.5,37.75
mmlu,76,B,0.6,1,0,0,0,0.9862618446350098,0.04344610124826431,30.0,38.0,27.375,33.0
mmlu,77,A,0.6,1,0,0,0,0.9999863505363464,0.00010007750825025141,44.0,32.0,30.125,29.25
mmlu,78,B,0.6,1,0,0,0,0.9999661445617676,0.0002090182970277965,28.25,39.25,24.125,24.125
mmlu,79,D,0.6,1,0,0,0,0.9887033104896545,0.0398123636841774,30.375,32.25,27.875,37.5
mmlu,80,C,0.6,0,0,0,0,0.9995916485786438,0.0025307012256234884,42.25,33.5,31.25,32.75
mmlu,81,B,0.6,1,0,0,0,0.9998726844787598,0.000928857596591115,26.875,38.5,28.5,28.0
mmlu,82,B,0.6,1,0,0,0,0.9640251398086548,0.09013015776872635,36.0,40.0,26.75,25.875
mmlu,83,C,0.6,1,0,0,0,1.0,8.844017429510131e-08,24.625,24.875,45.0,24.75
mmlu,84,C,0.6,1,0,0,0,0.9998829364776611,0.0006339459214359522,32.75,26.75,42.5,27.5
mmlu,85,B,0.6,1,0,0,0,0.9999931454658508,4.869334225077182e-05,26.375,39.0,22.875,23.125
mmlu,86,B,0.6,0,0,0,0,0.4214339852333069,0.8731931447982788,31.25,32.5,29.875,33.5
mmlu,87,D,0.6,0,0,0,0,0.9540040493011475,0.10991199314594269,30.5,30.0,41.0,37.25
mmlu,88,B,0.6,1,0,0,0,0.9999991059303284,7.562769496871624e-06,29.0,45.5,30.75,27.125
mmlu,89,A,0.6,1,0,0,0,0.9999999403953552,6.547226689690433e-07,47.75,30.5,27.75,28.375
mmlu,90,A,0.6,1,0,0,0,1.0,3.7653413187399565e-07,46.5,28.375,27.25,27.0
mmlu,91,D,0.6,1,0,0,0,0.9999665021896362,0.00020296574803069234,33.5,26.125,28.75,44.5
mmlu,92,C,0.6,1,0,0,0,0.9999978542327881,2.0628183847293258e-05,28.0,24.375,42.0,27.5
mmlu,93,C,0.6,1,0,0,0,0.999677300453186,0.0016245597507804632,32.0,36.0,44.75,32.0
mmlu,94,D,0.6,1,0,0,0,0.8092092275619507,0.3158603310585022,28.75,35.5,24.625,37.75
mmlu,95,A,0.6,1,0,0,0,0.8460483551025391,0.28714120388031006,38.5,32.5,36.0,30.625
mmlu,96,A,0.6,0,0,0,0,0.9819532036781311,0.05660276859998703,35.0,39.75,27.375,32.75
mmlu,97,C,0.6,1,0,0,0,0.999991238117218,8.03775037638843e-05,32.0,32.0,44.75,27.5
mmlu,98,B,0.6,1,0,0,0,0.9998294115066528,0.0010426779044792056,33.75,43.25,32.25,30.875
mmlu,99,B,0.6,1,0,0,0,0.9999058246612549,0.0006261527887545526,29.5,41.25,31.125,29.25
mmlu,100,B,0.6,1,0,0,0,0.6300889253616333,0.5206113457679749,30.5,37.25,32.5,35.75
mmlu,101,D,0.6,1,0,0,0,0.9999993443489075,5.711927769880276e-06,31.125,27.75,29.75,46.25
mmlu,102,A,0.6,1,0,0,0,0.999473512172699,0.002471842570230365,46.25,38.0,31.375,33.75
mmlu,103,A,0.6,0,0,0,0,0.8583142757415771,0.33666712045669556,31.875,32.75,35.5,24.5
mmlu,104,A,0.6,1,0,0,0,0.999964714050293,0.00022810277005191892,44.0,30.5,29.5,33.0
mmlu,105,D,0.6,1,0,0,0,0.9866097569465637,0.04024327173829079,36.5,27.625,29.0,41.5
mmlu,106,A,0.6,1,0,0,0,0.9999996423721313,3.7219920159259345e-06,47.5,31.375,28.5,31.5
mmlu,107,A,0.6,1,0,0,0,0.9999998211860657,1.702214603938046e-06,48.0,31.75,29.125,28.375
mmlu,108,A,0.6,1,0,0,0,0.9961420297622681,0.014033063314855099,44.0,37.75,29.25,31.625
mmlu,109,C,0.6,1,0,0,0,0.9997380971908569,0.0017667666543275118,31.875,33.25,42.5,32.5
mmlu,110,B,0.6,1,0,0,0,0.9999765157699585,0.00017164807650260627,28.5,40.0,26.75,26.5
mmlu,111,C,0.6,1,0,0,0,0.9999995827674866,4.524295036389958e-06,26.875,26.375,42.5,23.875
mmlu,112,A,0.6,1,0,0,0,0.8404312133789062,0.40043139457702637,37.5,34.5,34.75,28.125
mmlu,113,C,0.6,1,0,0,0,0.9955695271492004,0.018969204276800156,33.25,29.0,39.5,32.0
mmlu,114,C,0.6,1,0,0,0,0.9990440607070923,0.005299373995512724,30.125,30.875,38.75,27.75
mmlu,115,A,0.6,1,0,0,0,0.9999994039535522,6.319388376141433e-06,47.75,31.75,30.5,32.5
mmlu,116,C,0.6,1,0,0,0,0.9854467511177063,0.05994205176830292,26.125,29.75,35.25,30.0
mmlu,117,B,0.6,0,0,0,0,0.8480112552642822,0.27148693799972534,36.5,30.875,29.125,39.0
mmlu,118,B,0.6,0,0,0,0,0.9980759620666504,0.00835207849740982,42.75,35.75,30.75,33.5
mmlu,119,D,0.6,1,0,0,0,0.903847873210907,0.20147237181663513,36.75,33.25,27.875,39.75
mmlu,120,D,0.6,1,0,0,0,0.9421084523200989,0.17694580554962158,27.125,31.25,30.625,35.0
mmlu,121,B,0.6,1,0,0,0,0.9999939799308777,4.2343202949268743e-05,28.5,41.25,24.625,24.875
mmlu,122,D,0.6,1,0,0,0,0.999999463558197,6.021049557602964e-06,27.75,26.375,27.375,43.25
mmlu,123,C,0.6,1,0,0,0,1.0,1.1651127351797186e-07,26.125,23.875,45.25,24.5
mmlu,124,D,0.6,1,0,0,0,0.9998996257781982,0.0006210354040376842,31.5,27.125,29.875,41.5
mmlu,125,B,0.6,1,0,0,0,0.9986657500267029,0.006120249629020691,30.625,38.0,28.5,26.125
mmlu,126,C,0.6,1,0,0,0,0.9988943934440613,0.004699898883700371,37.75,28.375,45.25,27.375
mmlu,127,D,0.6,0,0,0,0,0.9251462817192078,0.16149002313613892,37.25,28.5,27.625,34.0
mmlu,128,D,0.6,0,0,0,0,0.3478531539440155,0.7598301768302917,34.25,30.75,35.0,31.5
mmlu,129,B,0.6,1,0,0,0,0.9999938607215881,5.3064173698658124e-05,28.875,41.75,27.25,27.5
mmlu,130,A,0.6,0,0,0,0,0.9358475804328918,0.171558678150177,33.0,30.5,30.875,36.5
mmlu,131,D,0.6,1,0,0,0,0.9918544888496399,0.026536010205745697,29.375,28.0,36.25,41.75
mmlu,132,A,0.6,1,0,0,0,0.9999734163284302,0.00016771137597970665,45.5,34.25,30.125,30.5
mmlu,133,B,0.6,0,0,0,0,0.999018669128418,0.005011090077459812,32.5,31.125,40.25,28.875
mmlu,134,B,0.6,1,0,0,0,0.9999445676803589,0.00043760909466072917,29.125,40.0,26.0,29.0
mmlu,135,A,0.6,0,0,0,0,0.9999986290931702,1.474915916332975e-05,23.875,24.375,39.0,23.625
mmlu,136,D,0.6,1,0,0,0,0.9999632835388184,0.00024840040714479983,26.75,24.625,24.25,37.75
mmlu,137,A,0.6,1,0,0,0,0.9998499155044556,0.0007913178415037692,46.75,37.25,31.625,30.125
mmlu,138,A,0.6,1,0,0,0,0.9999562501907349,0.0002650938113220036,46.0,35.25,30.875,31.625
mmlu,139,B,0.6,1,0,0,0,0.244472473859787,0.6752699017524719,28.875,34.25,34.75,25.75
mmlu,140,B,0.6,0,0,0,0,0.23636755347251892,0.7957546710968018,34.0,31.625,34.5,28.125
mmlu,141,B,0.6,1,0,0,0,0.9328698515892029,0.22098293900489807,29.25,35.25,31.5,31.375
mmlu,142,C,0.6,0,0,0,0,0.5282974243164062,0.721169114112854,36.75,35.5,32.5,33.75
mmlu,143,D,0.6,1,0,0,0,0.9530288577079773,0.1178727075457573,29.875,33.0,27.0,36.75
mmlu,144,C,0.6,1,0,0,0,0.9918264746665955,0.026858333498239517,37.25,32.25,42.75,30.75
mmlu,145,C,0.6,1,0,0,0,0.9999997615814209,2.606229372759117e-06,28.75,29.375,45.5,24.5
mmlu,146,D,0.6,1,0,0,0,0.9968739748001099,0.01705865189433098,30.375,29.0,30.125,37.25
mmlu,147,B,0.6,1,0,0,0,0.999779462814331,0.0015509537188336253,25.0,34.5,24.875,22.25
mmlu,148,B,0.6,1,0,0,0,0.9999970197677612,2.765645695035346e-05,26.5,40.25,25.25,25.625
mmlu,149,D,0.6,1,0,0,0,0.9998371601104736,0.0009464260656386614,32.25,30.5,25.25,41.75
mmlu,150,C,0.6,0,0,0,0,0.46163779497146606,0.590482234954834,27.25,27.25,34.5,33.5
mmlu,151,B,0.6,1,0,0,0,0.9993681907653809,0.0035251760855317116,30.625,39.75,25.125,31.5
mmlu,152,A,0.6,1,0,0,0,0.9988375902175903,0.00534798763692379,43.5,33.25,32.75,36.0
mmlu,153,D,0.6,1,0,0,0,0.8771975040435791,0.24797388911247253,33.75,28.625,30.625,36.5
mmlu,154,B,0.6,1,0,0,0,0.7654511332511902,0.5675532817840576,28.125,32.75,30.25,30.375
mmlu,155,B,0.6,0,0,0,0,0.904836118221283,0.1940566897392273,35.75,30.625,38.75,29.125
mmlu,156,B,0.6,1,0,0,0,0.9795244336128235,0.06353569030761719,30.625,35.25,28.25,26.625
mmlu,157,B,0.6,0,0,0,0,0.9352468252182007,0.1708373725414276,33.5,35.0,27.25,38.5
mmlu,158,D,0.6,1,0,0,0,0.9999988079071045,1.1224091394979041e-05,28.75,27.0,27.25,43.25
mmlu,159,D,0.6,1,0,0,0,0.7602988481521606,0.3778781592845917,30.875,28.875,35.25,37.25
mmlu,160,B,0.6,0,0,0,0,0.552114725112915,0.5593450665473938,36.75,31.625,32.5,38.0
mmlu,161,A,0.6,1,0,0,0,0.6290624737739563,0.5301539897918701,35.75,37.25,32.5,31.5
mmlu,162,A,0.6,0,0,0,0,0.5098809003829956,0.8237465620040894,32.25,33.5,30.625,30.625
mmlu,163,D,0.6,1,0,0,0,0.9997734427452087,0.0012156410375609994,30.875,26.0,28.25,40.0
mmlu,164,B,0.6,1,0,0,0,0.999476969242096,0.0024256904143840075,33.5,41.75,27.0,26.375
mmlu,165,C,0.6,1,0,0,0,0.9999992847442627,6.495710749732098e-06,28.625,25.25,43.5,26.625
mmlu,166,A,0.6,1,0,0,0,0.9999989867210388,1.0034154911409132e-05,46.25,31.0,31.25,29.75
mmlu,167,B,0.6,0,0,0,0,0.46208086609840393,0.5830058455467224,38.5,37.5,27.125,29.25
mmlu,168,C,0.6,0,0,0,0,0.9981752038002014,0.007328696083277464,43.25,36.25,29.875,29.625
mmlu,169,B,0.6,0,0,0,0,0.6336137056350708,0.49244460463523865,35.5,30.125,37.0,30.75
mmlu,170,D,0.6,0,0,0,0,0.9999359250068665,0.0003791821072809398,27.875,38.25,23.125,24.75
mmlu,171,C,0.6,0,0,0,0,0.9046604037284851,0.19541595876216888,32.25,28.5,36.75,39.75
mmlu,172,B,0.6,1,0,0,0,0.9994374513626099,0.002883635926991701,30.625,41.0,29.375,32.75
mmlu,173,D,0.6,0,0,0,0,0.37790435552597046,0.9922729730606079,32.5,35.25,35.5,36.5
mmlu,174,B,0.6,0,0,0,0,0.35786181688308716,0.6377243995666504,34.0,34.75,26.75,28.375
mmlu,175,A,0.6,1,0,0,0,0.9961448907852173,0.013996044173836708,43.25,37.0,29.625,28.75
mmlu,176,C,0.6,1,0,0,0,0.9413254857063293,0.13294385373592377,28.125,29.125,39.25,35.75
mmlu,177,B,0.6,1,0,0,0,0.9999911189079285,6.401300197467208e-05,29.125,41.5,26.875,24.375
mmlu,178,D,0.6,0,0,0,0,0.35585466027259827,0.6678560972213745,31.125,32.75,37.5,36.75
mmlu,179,B,0.6,0,0,0,0,0.7036107778549194,0.42309698462486267,29.0,35.5,28.875,37.25
mmlu,180,B,0.6,1,0,0,0,0.999998927116394,1.0860187103389762e-05,28.0,43.75,26.75,29.25
mmlu,181,B,0.6,1,0,0,0,0.999984085559845,0.00011899502715095878,27.375,39.25,26.0,24.125
mmlu,182,A,0.6,1,0,0,0,0.9998502731323242,0.0007871155394241214,46.0,36.5,29.25,28.25
mmlu,183,A,0.6,0,0,0,0,0.4620310962200165,0.5839747786521912,38.0,29.125,30.5,39.0
mmlu,184,C,0.6,0,0,0,0,0.11353138089179993,0.9651119112968445,34.5,34.25,32.5,31.125
mmlu,185,B,0.6,1,0,0,0,0.6317599415779114,0.508994996547699,34.25,35.75,29.5,30.375
mmlu,186,A,0.6,1,0,0,0,0.9976584911346436,0.009100649505853653,43.75,37.0,29.875,30.375
mmlu,187,D,0.6,1,0,0,0,0.9950539469718933,0.017324604094028473,36.75,28.5,27.375,42.75
mmlu,188,A,0.6,1,0,0,0,0.9999262690544128,0.0004400097532197833,44.0,33.75,30.125,30.875
mmlu,189,D,0.6,0,0,0,0,0.09255364537239075,1.2554101943969727,31.0,31.125,32.25,32.0
mmlu,190,D,0.6,1,0,0,0,0.9995824098587036,0.002068960340693593,31.0,25.25,28.0,39.5
mmlu,191,B,0.6,1,0,0,0,0.9702140092849731,0.08705902844667435,31.0,37.5,33.25,29.125
mmlu,192,B,0.6,1,0,0,0,0.9985612034797668,0.006094952113926411,32.5,39.75,27.0,28.75
mmlu,193,C,0.6,1,0,0,0,0.9999993443489075,6.101197868702002e-06,29.0,27.125,44.0,26.375
mmlu,194,B,0.6,1,0,0,0,0.9253384470939636,0.15946385264396667,35.75,39.0,27.0,26.125
mmlu,195,A,0.6,1,0,0,0,0.9998812675476074,0.0006587541429325938,44.75,35.0,31.375,30.5
mmlu,196,B,0.6,0,0,0,0,0.8982222080230713,0.2916969656944275,29.75,33.0,33.25,36.5
mmlu,197,D,0.6,1,0,0,0,0.9980930089950562,0.0094467643648386,29.5,31.625,30.25,38.75
mmlu,198,A,0.6,0,0,0,0,0.756227970123291,0.4092516601085663,34.5,36.5,31.25,30.625
mmlu,199,D,0.6,0,0,0,0,0.988618791103363,0.04881739616394043,40.75,35.25,35.0,31.625
mmlu,200,D,0.6,0,0,0,0,0.9950535893440247,0.01732919178903103,28.0,41.75,25.875,35.75
mmlu,201,B,0.6,1,0,0,0,0.9967882037162781,0.013277078047394753,29.5,38.0,26.125,31.5
mmlu,202,D,0.6,1,0,0,0,0.999863862991333,0.0008687194786034524,31.0,28.5,29.625,40.75
mmlu,203,B,0.6,1,0,0,0,0.999995231628418,4.787589568877593e-05,26.625,40.0,26.25,25.75
mmlu,204,C,0.6,0,0,0,0,0.7579973340034485,0.3941807150840759,29.375,36.25,33.0,38.25
mmlu,205,C,0.6,1,0,0,0,0.9999987483024597,9.884405699267518e-06,32.5,27.25,46.75,25.25
mmlu,206,D,0.6,1,0,0,0,0.9999937415122986,5.237972072791308e-05,26.125,24.75,24.375,39.0
mmlu,207,B,0.6,1,0,0,0,0.9828393459320068,0.04943472146987915,35.5,40.25,25.625,28.125
mmlu,208,A,0.6,1,0,0,0,0.9999649524688721,0.00022463461209554225,47.0,36.0,31.875,33.5
mmlu,209,C,0.6,1,0,0,0,0.9398132562637329,0.14445936679840088,33.5,30.625,37.0,25.375
mmlu,210,B,0.6,1,0,0,0,0.9999017715454102,0.0006659983191639185,26.5,37.5,27.375,24.0
mmlu,211,A,0.6,1,0,0,0,0.9999957084655762,4.092499875696376e-05,45.25,30.5,31.875,31.25
mmlu,212,B,0.6,0,0,0,0,0.6336478590965271,0.4918988347053528,38.0,31.875,36.5,30.75
mmlu,213,A,0.6,0,0,0,0,0.0,1.1409587860107422,33.25,33.25,32.75,30.125
mmlu,214,D,0.6,1,0,0,0,0.9979041814804077,0.011001383885741234,30.125,29.375,28.125,37.25
mmlu,215,D,0.6,0,0,0,0,0.9253057241439819,0.1598459631204605,40.25,30.125,28.125,37.0
mmlu,216,D,0.6,1,0,0,0,0.9803857207298279,0.06697139143943787,32.5,33.75,28.625,38.5
mmlu,217,D,0.6,1,0,0,0,0.9986746907234192,0.008015897125005722,29.125,30.75,30.625,38.5
mmlu,218,B,0.6,1,0,0,0,0.9986000657081604,0.0067884414456784725,27.375,37.25,28.0,29.875
mmlu,219,C,0.6,0,0,0,0,0.8028702139854431,0.363947331905365,32.5,34.75,29.125,29.5
mmlu,220,B,0.6,1,0,0,0,0.9999067783355713,0.0005333317676559091,30.75,40.75,27.25,26.875
mmlu,221,D,0.6,1,0,0,0,0.3556358814239502,0.6679122447967529,33.25,29.0,37.75,37.0
mmlu,222,C,0.6,1,0,0,0,0.46204665303230286,0.583626925945282,39.25,31.75,40.25,28.125
mmlu,223,C,0.6,0,0,0,0,0.9958487153053284,0.016878729686141014,32.25,29.25,30.0,38.5
mmlu,224,A,0.6,0,0,0,0,0.9540218114852905,0.10970614105463028,34.25,27.125,38.0,26.0
mmlu,225,D,0.6,0,0,0,0,0.8963056802749634,0.24597463011741638,31.5,34.5,27.0,29.875
mmlu,226,B,0.6,1,0,0,0,0.9998502731323242,0.0007865216466598213,33.75,43.25,24.0,26.0
mmlu,227,D,0.6,1,0,0,0,0.9999986886978149,1.0398634003649931e-05,27.375,24.375,25.125,41.75
mmlu,228,D,0.6,0,0,0,0,0.9950637221336365,0.023162920027971268,31.625,39.5,32.25,33.25
mmlu,229,C,0.6,1,0,0,0,0.9999920725822449,7.13430272298865e-05,28.5,27.5,41.25,27.5
mmlu,230,C,0.6,0,0,0,0,0.34731626510620117,0.7636395692825317,33.25,32.5,28.875,29.875
mmlu,231,C,0.6,1,0,0,0,0.7474626898765564,0.45361247658729553,26.5,29.875,33.75,31.75
mmlu,232,B,0.6,1,0,0,0,0.9999997615814209,3.6056515000382205e-06,27.25,43.0,25.25,26.25
mmlu,233,A,0.6,0,0,0,0,0.8480842709541321,0.270813524723053,33.75,26.75,27.625,36.25
mmlu,234,C,0.6,0,0,0,0,0.6673163771629333,0.6039050817489624,34.75,32.0,27.0,33.0
mmlu,235,C,0.6,0,0,0,0,0.998035192489624,0.012222832068800926,41.5,33.75,34.0,33.75
mmlu,236,A,0.6,1,0,0,0,0.7614722847938538,0.3669343888759613,40.25,31.25,38.25,30.5
mmlu,237,A,0.6,1,0,0,0,0.9598591923713684,0.11871851235628128,40.25,34.75,36.25,32.25
mmlu,238,C,0.6,1,0,0,0,0.9995015859603882,0.0025957042817026377,31.375,27.75,39.75,29.375
mmlu,239,C,0.6,1,0,0,0,0.9999998211860657,1.7613001546123996e-06,26.125,25.375,42.75,24.25
mmlu,240,C,0.6,1,0,0,0,0.9936299920082092,0.02172457054257393,34.5,29.125,40.25,28.75
mmlu,241,B,0.6,1,0,0,0,0.9999338388442993,0.0005290537374094129,29.25,40.0,29.25,26.75
mmlu,242,B,0.6,1,0,0,0,0.9999932646751404,4.650716437026858e-05,29.875,42.5,25.25,25.875
mmlu,243,D,0.6,1,0,0,0,0.9999671578407288,0.00022538141638506204,30.875,26.0,29.375,42.0
mmlu,244,D,0.6,1,0,0,0,0.9999948740005493,4.891053686151281e-05,27.25,26.875,25.75,40.5
mmlu,245,A,0.6,1,0,0,0,0.9999980926513672,1.726342634356115e-05,46.75,31.625,32.75,29.375
mmlu,246,D,0.6,1,0,0,0,0.9211905002593994,0.1902140974998474,32.5,30.0,29.25,35.75
mmlu,247,C,0.6,1,0,0,0,0.999848484992981,0.001031794585287571,31.5,28.75,41.25,30.875
mmlu,248,C,0.6,1,0,0,0,0.9999999403953552,7.620053565915441e-07,27.25,25.5,44.5,25.625
