dataset,id,gold,temperature,y_correct,marker_hit,refusal_detected,format_violation,choice_margin,answer_entropy,logit_A,logit_B,logit_C,logit_D
mmlu,79,D,0.6,0,0,0,0,0.4579538106918335,0.631415069103241,29.5,34.0,27.375,33.0
mmlu,80,C,0.6,0,0,0,0,0.7611871957778931,0.4807238280773163,31.625,33.75,30.375,28.0
mmlu,81,B,0.6,1,0,0,0,0.8608436584472656,0.277320921421051,25.5,33.25,30.625,27.875
mmlu,82,B,0.6,1,0,0,0,0.9999510049819946,0.00028878531884402037,27.125,37.75,20.875,22.875
mmlu,83,C,0.6,1,0,0,0,0.999991238117218,7.014036236796528e-05,23.0,21.375,35.5,21.125
mmlu,84,C,0.6,1,0,0,0,0.9973398447036743,0.0102382218465209,29.125,23.125,35.75,23.875
mmlu,85,B,0.6,1,0,0,0,0.9998104572296143,0.00144256092607975,23.75,33.75,23.25,24.0
mmlu,86,B,0.6,0,0,0,0,0.840507447719574,0.4450245499610901,31.125,31.125,29.375,34.0
mmlu,87,D,0.6,0,0,0,0,0.9947605133056641,0.02016240917146206,28.375,27.125,36.75,30.75
mmlu,88,B,0.6,1,0,0,0,0.9999959468841553,4.3778509279945865e-05,26.875,40.75,27.0,26.875
mmlu,89,A,0.6,1,0,0,0,0.9999333620071411,0.0004676626995205879,35.5,23.5,23.375,25.0
mmlu,90,A,0.6,1,0,0,0,0.9999661445617676,0.0002659998135641217,34.5,23.25,22.0,22.125
mmlu,91,D,0.6,1,0,0,0,0.9964631199836731,0.013970965519547462,28.125,25.25,24.375,34.5
mmlu,92,C,0.6,1,0,0,0,0.9997415542602539,0.0017231171950697899,24.75,22.875,34.0,24.125
mmlu,93,C,0.6,1,0,0,0,0.9969334006309509,0.016665637493133545,25.5,24.625,32.75,25.875
mmlu,94,D,0.6,1,0,0,0,0.9999798536300659,0.0001604369026608765,24.5,23.875,20.875,36.25
mmlu,95,A,0.6,0,0,0,0,0.23896858096122742,0.7745831608772278,32.75,28.125,32.25,29.25
mmlu,96,A,0.6,1,0,0,0,0.6505085229873657,0.6878420114517212,29.875,28.125,25.625,27.375
mmlu,97,C,0.6,1,0,0,0,0.9918462038040161,0.02663678117096424,23.75,31.25,36.75,25.375
mmlu,98,B,0.6,1,0,0,0,0.8280131816864014,0.30683431029319763,23.25,31.0,24.75,28.625
mmlu,99,B,0.6,1,0,0,0,0.9981562495231628,0.009721536189317703,28.25,35.5,25.5,27.625
mmlu,100,B,0.6,1,0,0,0,0.7034351825714111,0.4247910976409912,28.75,36.0,26.5,34.25
mmlu,101,D,0.6,1,0,0,0,0.9999383687973022,0.000448964856332168,26.125,25.25,24.0,36.75
mmlu,102,A,0.6,1,0,0,0,0.9949182868003845,0.023701854050159454,33.5,27.25,23.875,26.75
mmlu,103,A,0.6,1,0,0,0,0.5464197993278503,0.8199980854988098,31.0,29.5,29.375,24.625
mmlu,104,A,0.6,1,0,0,0,0.999352753162384,0.004557148553431034,34.0,24.875,25.375,25.375
mmlu,105,D,0.6,1,0,0,0,0.9996789693832397,0.0016023762291297317,29.75,25.75,24.875,38.5
mmlu,106,A,0.6,1,0,0,0,0.9935183525085449,0.02688339538872242,34.5,27.125,26.25,28.625
mmlu,107,A,0.6,1,0,0,0,0.9999845027923584,0.0001444173394702375,36.75,24.5,24.5,23.125
mmlu,108,A,0.6,1,0,0,0,0.9965052008628845,0.01355215348303318,35.75,29.375,24.875,26.25
mmlu,109,C,0.6,1,0,0,0,0.999824047088623,0.001268927939236164,25.25,21.25,35.0,25.25
mmlu,110,B,0.6,1,0,0,0,0.9981645941734314,0.008745456114411354,28.5,37.0,26.375,29.875
mmlu,111,C,0.6,1,0,0,0,0.9990013837814331,0.005701121874153614,26.0,26.625,34.5,24.25
mmlu,112,A,0.6,0,0,0,0,0.10262888669967651,1.0480294227600098,31.0,30.0,30.75,26.25
mmlu,113,C,0.6,1,0,0,0,0.24448609352111816,0.6757447123527527,34.25,27.25,33.75,28.0
mmlu,114,C,0.6,1,0,0,0,0.9854211211204529,0.056795891374349594,28.875,27.875,34.0,26.625
mmlu,115,A,0.6,1,0,0,0,0.9999772310256958,0.00019683052960317582,36.75,24.0,24.375,25.0
mmlu,116,C,0.6,1,0,0,0,0.8892654180526733,0.2387923002243042,25.25,25.375,31.375,28.5
mmlu,117,B,0.6,1,0,0,0,0.6219450235366821,0.6813086867332458,28.125,29.75,23.125,27.375
mmlu,118,B,0.6,0,0,0,0,0.6140915155410767,0.7909162044525146,27.875,30.125,31.875,30.0
mmlu,119,D,0.6,1,0,0,0,0.9954243898391724,0.02000546082854271,29.25,28.25,24.5,35.5
mmlu,120,D,0.6,1,0,0,0,0.9998787641525269,0.0008641925523988903,26.5,25.75,24.875,36.5
mmlu,121,B,0.6,1,0,0,0,0.9999353289604187,0.00038733589462935925,23.75,37.25,23.25,26.875
mmlu,122,D,0.6,1,0,0,0,0.999945878982544,0.00035794053110294044,25.875,23.625,23.75,36.5
mmlu,123,C,0.6,1,0,0,0,0.9998807311058044,0.0009626301471143961,23.0,22.625,33.25,22.625
mmlu,124,D,0.6,1,0,0,0,0.9999175071716309,0.00048102092114277184,27.375,23.875,23.875,37.5
mmlu,125,B,0.6,1,0,0,0,0.9746174216270447,0.07157666981220245,31.875,36.25,26.375,28.625
mmlu,126,C,0.6,1,0,0,0,0.9407429695129395,0.13804681599140167,27.5,21.375,31.0,23.625
mmlu,127,D,0.6,0,0,0,0,0.764310896396637,0.5336973071098328,34.0,31.125,31.75,29.25
mmlu,128,D,0.6,0,0,0,0,0.6102606058120728,0.6425623893737793,33.25,30.0,28.75,31.75
mmlu,129,B,0.6,1,0,0,0,0.999757707118988,0.0014039018424227834,27.375,36.5,25.25,25.125
mmlu,130,A,0.6,0,0,0,0,0.8619377017021179,0.3265356421470642,30.375,27.625,34.25,31.5
mmlu,131,D,0.6,1,0,0,0,0.9412999749183655,0.1331954151391983,24.75,22.5,30.75,34.25
mmlu,132,A,0.6,1,0,0,0,0.9999921917915344,6.959817255847156e-05,40.0,27.25,25.75,26.5
mmlu,133,B,0.6,0,0,0,0,0.34467706084251404,0.7816404104232788,35.25,30.5,34.5,32.25
mmlu,134,B,0.6,1,0,0,0,0.9992209672927856,0.004528056364506483,25.625,33.75,22.0,25.125
mmlu,135,A,0.6,0,0,0,0,0.9992627501487732,0.0037704557180404663,25.25,23.0,33.25,22.875
mmlu,136,D,0.6,1,0,0,0,0.9996259808540344,0.0019153638277202845,27.625,25.0,23.125,36.25
mmlu,137,A,0.6,0,0,0,0,0.9672019481658936,0.08996665477752686,29.375,33.5,24.5,26.5
mmlu,138,A,0.6,1,0,0,0,0.9999884963035583,0.00010700996062951162,37.0,24.5,23.75,24.0
mmlu,139,B,0.6,1,0,0,0,0.9999431371688843,0.0004599095555022359,25.125,37.5,26.625,26.375
mmlu,140,B,0.6,0,0,0,0,0.9667234420776367,0.09387573599815369,25.625,28.875,33.0,26.0
mmlu,141,B,0.6,1,0,0,0,0.4531971216201782,0.8965535163879395,29.0,32.5,31.375,30.5
mmlu,142,C,0.6,0,0,0,0,0.31399089097976685,1.1159355640411377,32.75,31.75,31.875,30.125
mmlu,143,D,0.6,0,0,0,0,0.8299161195755005,0.3690743148326874,36.0,32.25,28.25,33.5
mmlu,144,C,0.6,1,0,0,0,0.9952113032341003,0.02552010864019394,28.5,27.625,35.0,28.25
mmlu,145,C,0.6,1,0,0,0,0.9999978542327881,1.8426562746753916e-05,25.375,24.0,39.25,22.0
mmlu,146,D,0.6,1,0,0,0,0.8601282835006714,0.2830392122268677,27.625,26.375,30.375,33.0
mmlu,147,B,0.6,1,0,0,0,0.9999780654907227,0.0001851726701715961,26.875,39.25,27.5,26.125
mmlu,148,B,0.6,1,0,0,0,0.999987781047821,0.00010824413038790226,26.875,39.25,24.625,26.625
mmlu,149,D,0.6,1,0,0,0,0.9050736427307129,0.19171522557735443,27.375,33.75,23.5,36.75
mmlu,150,C,0.6,0,0,0,0,0.1241895854473114,0.6954416036605835,25.5,25.5,32.0,32.25
mmlu,151,B,0.6,1,0,0,0,0.997599184513092,0.01229569036513567,24.75,32.25,21.75,25.25
mmlu,152,A,0.6,0,0,0,0,0.8007394075393677,0.37246274948120117,33.5,28.5,31.25,35.75
mmlu,153,D,0.6,1,0,0,0,0.8062776923179626,0.3384545147418976,30.0,25.75,33.25,35.5
mmlu,154,B,0.6,1,0,0,0,0.9246663451194763,0.24565482139587402,28.0,31.875,28.25,26.625
mmlu,155,B,0.6,0,0,0,0,0.037958621978759766,1.361539602279663,30.75,31.25,31.125,30.75
mmlu,156,B,0.6,1,0,0,0,0.9899348020553589,0.04404054209589958,29.875,35.5,26.375,29.625
mmlu,157,B,0.6,1,0,0,0,0.7377482652664185,0.5009047985076904,29.375,30.75,26.75,32.75
mmlu,158,D,0.6,1,0,0,0,0.9997990727424622,0.0012519992887973785,25.375,24.125,22.875,34.75
mmlu,159,D,0.6,1,0,0,0,0.9910127520561218,0.041607294231653214,32.5,33.25,32.25,39.0
mmlu,160,B,0.6,0,0,0,0,0.46119439601898193,0.5967718362808228,32.75,26.875,27.375,33.75
mmlu,161,A,0.6,0,0,0,0,0.44284510612487793,0.7582108974456787,31.0,30.375,34.25,33.25
mmlu,162,A,0.6,1,0,0,0,0.6004577875137329,0.6781927943229675,32.75,34.25,31.5,29.25
mmlu,163,D,0.6,1,0,0,0,0.9989258050918579,0.0052275448106229305,27.0,23.375,28.625,36.25
mmlu,164,B,0.6,1,0,0,0,0.9992802143096924,0.003567553125321865,29.25,37.25,24.75,27.25
mmlu,165,C,0.6,1,0,0,0,0.9997950792312622,0.0013955647591501474,24.75,21.75,34.25,24.375
mmlu,166,A,0.6,1,0,0,0,0.9998437166213989,0.0008760086493566632,37.75,25.25,28.25,25.0
mmlu,167,B,0.6,1,0,0,0,0.9925107955932617,0.026743894442915916,26.875,32.5,23.0,24.125
mmlu,168,C,0.6,0,0,0,0,0.3577883243560791,0.6394127607345581,32.5,31.75,25.75,25.75
mmlu,169,B,0.6,1,0,0,0,0.9738065600395203,0.1036476343870163,33.25,38.0,30.75,33.25
mmlu,170,D,0.6,0,0,0,0,0.9981603026390076,0.0075104013085365295,30.0,37.0,25.0,25.625
mmlu,171,C,0.6,0,0,0,0,0.2440473437309265,0.6851354241371155,28.25,25.875,33.0,33.5
mmlu,172,B,0.6,1,0,0,0,0.9460541605949402,0.13692514598369598,26.25,33.0,26.125,29.375
mmlu,173,D,0.6,1,0,0,0,0.4588223993778229,0.6241827607154846,32.25,28.375,27.125,33.25
mmlu,174,B,0.6,0,0,0,0,0.9645313024520874,0.11826340854167938,35.5,31.25,26.125,30.625
mmlu,175,A,0.6,0,0,0,0,0.977927029132843,0.06157437711954117,30.0,34.5,24.0,25.0
mmlu,176,C,0.6,1,0,0,0,0.9895074963569641,0.04005063325166702,29.125,27.375,34.5,26.875
mmlu,177,B,0.6,1,0,0,0,0.9992169141769409,0.003658188506960869,26.125,34.0,22.75,22.5
mmlu,178,D,0.6,0,0,0,0,0.9827271103858948,0.06837891042232513,26.5,27.0,33.0,28.0
mmlu,179,B,0.6,0,0,0,0,0.615088939666748,0.7429348230361938,32.0,28.375,29.5,30.375
mmlu,180,B,0.6,1,0,0,0,0.9997457265853882,0.0013322940794751048,32.0,41.0,26.625,29.125
mmlu,181,B,0.6,1,0,0,0,0.9985995888710022,0.008075868710875511,26.875,34.75,24.75,27.125
mmlu,182,A,0.6,1,0,0,0,0.9778138995170593,0.06267257779836655,31.875,27.375,22.875,22.625
mmlu,183,A,0.6,0,0,0,0,0.41152527928352356,0.6069852113723755,31.0,22.75,21.875,31.875
mmlu,184,C,0.6,0,0,0,0,0.992891788482666,0.03153028339147568,24.625,32.25,26.375,25.375
mmlu,185,B,0.6,0,0,0,0,0.556098222732544,0.7374106645584106,31.875,30.5,29.375,27.125
mmlu,186,A,0.6,0,0,0,0,0.9050967693328857,0.19147273898124695,32.25,35.25,21.75,25.5
mmlu,187,D,0.6,1,0,0,0,0.3582308888435364,0.6306301355361938,33.0,25.875,24.875,33.75
mmlu,188,A,0.6,1,0,0,0,0.9949395656585693,0.01854144223034382,36.5,27.125,30.5,26.125
mmlu,189,D,0.6,1,0,0,0,0.45339110493659973,0.6712796688079834,27.375,29.5,32.25,33.25
mmlu,190,D,0.6,1,0,0,0,0.9999469518661499,0.00034466979559510946,26.625,24.5,23.875,37.25
mmlu,191,B,0.6,1,0,0,0,0.9818272590637207,0.05810864642262459,31.0,35.75,28.5,27.75
mmlu,192,B,0.6,1,0,0,0,0.9969410300254822,0.011908230371773243,29.0,35.5,24.75,25.25
mmlu,193,C,0.6,1,0,0,0,0.9996824860572815,0.0018300976371392608,27.375,25.375,36.25,25.375
mmlu,194,B,0.6,1,0,0,0,0.993495762348175,0.023074427619576454,33.5,39.25,29.375,30.125
mmlu,195,A,0.6,1,0,0,0,0.998465895652771,0.007063285447657108,36.0,28.75,25.125,26.75
mmlu,196,B,0.6,1,0,0,0,0.8600512146949768,0.40440499782562256,31.125,34.25,29.75,31.25
mmlu,197,D,0.6,1,0,0,0,0.4572916328907013,0.6407002210617065,27.875,32.25,28.625,33.25
mmlu,198,A,0.6,0,0,0,0,0.5503973960876465,0.5735992789268494,31.5,26.0,28.0,32.75
mmlu,199,D,0.6,1,0,0,0,0.9586062431335449,0.10569275170564651,31.875,26.125,28.5,35.75
mmlu,200,D,0.6,1,0,0,0,0.9998424053192139,0.0008869258454069495,30.5,32.75,24.875,42.25
mmlu,201,B,0.6,1,0,0,0,0.997508704662323,0.010601397603750229,26.875,35.75,24.5,29.0
mmlu,202,D,0.6,1,0,0,0,0.9974468350410461,0.011185805313289165,27.25,25.375,23.75,34.0
mmlu,203,B,0.6,1,0,0,0,0.9999858736991882,9.264877735404298e-05,28.125,40.0,23.75,23.75
mmlu,204,C,0.6,0,0,0,0,0.9987915754318237,0.0064024534076452255,29.375,30.125,24.875,37.75
mmlu,205,C,0.6,1,0,0,0,0.9992364048957825,0.0034226574935019016,27.875,22.5,35.75,22.5
mmlu,206,D,0.6,1,0,0,0,0.9997364282608032,0.0014408302959054708,26.5,24.375,22.375,35.5
mmlu,207,B,0.6,1,0,0,0,0.6929007172584534,0.49940165877342224,31.0,32.75,26.75,28.625
mmlu,208,A,0.6,1,0,0,0,0.9996405243873596,0.0024190163239836693,35.5,26.5,24.5,26.25
mmlu,209,C,0.6,1,0,0,0,0.9729668498039246,0.09445758908987045,28.0,27.125,32.5,25.125
mmlu,210,B,0.6,1,0,0,0,0.9978664517402649,0.010318819433450699,26.5,33.5,25.0,24.375
mmlu,211,A,0.6,1,0,0,0,0.984298825263977,0.04958519712090492,36.75,28.125,31.875,28.875
mmlu,212,B,0.6,1,0,0,0,0.7293696403503418,0.4320877194404602,31.625,33.5,27.375,28.25
mmlu,213,A,0.6,0,0,0,0,0.11304756999015808,1.34834885597229,32.25,31.75,31.875,31.5
mmlu,214,D,0.6,1,0,0,0,0.9893506765365601,0.034668371081352234,32.75,29.5,26.375,38.0
mmlu,215,D,0.6,1,0,0,0,0.925321638584137,0.1596655696630478,34.5,27.125,25.125,37.75
mmlu,216,D,0.6,1,0,0,0,0.8481638431549072,0.2699316442012787,27.375,33.75,25.0,36.25
mmlu,217,D,0.6,1,0,0,0,0.9991086721420288,0.004754300229251385,27.125,24.75,25.75,35.0
mmlu,218,B,0.6,1,0,0,0,0.9896186590194702,0.0392608642578125,28.625,36.0,30.625,28.5
mmlu,219,C,0.6,1,0,0,0,0.664314866065979,0.5050542950630188,32.5,27.25,30.875,27.5
mmlu,220,B,0.6,1,0,0,0,0.9999918341636658,6.110648246249184e-05,25.25,37.75,22.5,23.125
mmlu,221,D,0.6,1,0,0,0,0.8678234815597534,0.3038416802883148,30.5,32.25,29.375,35.0
mmlu,222,C,0.6,1,0,0,0,0.9044047594070435,0.1975681036710739,31.75,25.0,34.75,27.625
mmlu,223,C,0.6,0,0,0,0,0.9989621639251709,0.00608867546543479,27.125,26.5,25.5,35.0
mmlu,224,A,0.6,0,0,0,0,0.9247292876243591,0.16512435674667358,29.0,23.375,32.25,24.75
mmlu,225,D,0.6,1,0,0,0,0.9923815131187439,0.027630096301436424,27.75,29.875,23.375,35.5
mmlu,226,B,0.6,1,0,0,0,0.9993206262588501,0.0031335155945271254,29.75,37.75,24.875,25.75
mmlu,227,D,0.6,1,0,0,0,0.9999875426292419,9.474164107814431e-05,24.625,23.0,22.25,36.75
mmlu,228,D,0.6,1,0,0,0,0.9916541576385498,0.039160069078207016,30.125,27.875,30.0,36.0
mmlu,229,C,0.6,1,0,0,0,0.9986753463745117,0.006915375590324402,27.0,26.75,36.0,28.5
mmlu,230,C,0.6,0,0,0,0,0.8954508304595947,0.25531691312789917,31.625,28.625,26.625,26.25
mmlu,231,C,0.6,1,0,0,0,0.5073874592781067,0.5857555866241455,23.75,30.375,31.5,26.375
mmlu,232,B,0.6,1,0,0,0,0.9999773502349854,0.00017763039795681834,22.125,34.75,21.25,23.125
mmlu,233,A,0.6,0,0,0,0,0.8447562456130981,0.296457976102829,30.5,27.375,26.0,33.0
mmlu,234,C,0.6,0,0,0,0,0.7996917963027954,0.38312625885009766,32.5,30.25,27.75,27.125
mmlu,235,C,0.6,0,0,0,0,0.5946150422096252,0.7523532509803772,30.875,24.5,32.5,30.625
mmlu,236,A,0.6,0,0,0,0,0.9146532416343689,0.18498241901397705,29.875,25.75,33.0,25.625
mmlu,237,A,0.6,1,0,0,0,0.997614324092865,0.009603154845535755,40.75,30.5,29.375,34.0
mmlu,238,C,0.6,1,0,0,0,0.8867356777191162,0.2547505497932434,27.25,27.125,32.75,29.875
mmlu,239,C,0.6,1,0,0,0,0.9960507750511169,0.014989507384598255,28.0,22.875,34.25,24.875
mmlu,240,C,0.6,0,0,0,0,0.3578575551509857,0.6379884481430054,33.25,26.75,32.5,25.75
mmlu,241,B,0.6,1,0,0,0,0.9999621510505676,0.00029157986864447594,23.375,35.75,23.375,24.625
mmlu,242,B,0.6,1,0,0,0,0.9991596341133118,0.005182330496609211,25.375,33.5,24.375,24.625
mmlu,243,D,0.6,1,0,0,0,0.9976198077201843,0.00954501423984766,28.5,24.875,23.75,35.25
mmlu,244,D,0.6,1,0,0,0,0.9998660087585449,0.0007294916431419551,27.125,23.25,22.25,36.75
mmlu,245,A,0.6,1,0,0,0,0.9998496770858765,0.0010231544729322195,35.0,24.5,25.25,23.0
mmlu,246,D,0.6,1,0,0,0,0.5681765675544739,0.8232318162918091,34.5,31.25,33.0,32.25
mmlu,247,C,0.6,1,0,0,0,0.9994146823883057,0.0031301728449761868,29.25,27.0,37.5,27.25
mmlu,248,C,0.6,1,0,0,0,0.9996812343597412,0.0015729519072920084,27.0,21.75,35.75,22.0
mmlu,249,A,0.6,0,0,0,0,0.8289620876312256,0.3767094016075134,29.5,25.625,32.0,28.25
mmlu,250,A,0.6,1,0,0,0,0.9999908804893494,8.002184040378779e-05,38.5,25.875,25.375,23.875
